seller_id,seller_zip_code_prefix,seller_city,seller_state,rep_lng,rep_lat
4b0fdb526525f9890eb145bf1534640e,14940,ibitinga,SP,-48.82974353343716,-21.75732063771276
e82de6494d91d3c4c54450f59b227a94,14940,ibitinga,SP,-48.82974353343716,-21.75732063771276
4c8b8048e33af2bf94f2eb547746a916,14940,ibitinga,SP,-48.82974353343716,-21.75732063771276
d1c281d3ae149232351cd8c8cc885f0d,14940,ibitinga,SP,-48.82974353343716,-21.75732063771276
dc4a0fc896dc34b0d5bfec8438291c80,14940,ibitinga,SP,-48.82974353343716,-21.75732063771276
f7ccf836d21b2fb1de37564105216cc1,14940,ibitinga,SP,-48.82974353343716,-21.75732063771276
cca3071e3e9bb7d12640c9fbe2301306,14940,ibitinga,SP,-48.82974353343716,-21.75732063771276
b39d7fe263ef469605dbb32608aee0af,14940,ibitinga,SP,-48.82974353343716,-21.75732063771276
d20b021d3efdf267a402c402a48ea64b,14940,ibitinga,SP,-48.82974353343716,-21.75732063771276
8160255418d5aaa7dbdc9f4c64ebda44,14940,ibitinga,SP,-48.82974353343716,-21.75732063771276
bcc9dd23e2a8bd8267cf92b19304a1b9,14940,ibitinga,SP,-48.82974353343716,-21.75732063771276
62de60d81c55c29d76a6bce418b31cef,14940,ibitinga,SP,-48.82974353343716,-21.75732063771276
07de60b03d150fb3ea09eab5da5e4c8b,14940,ibitinga,SP,-48.82974353343716,-21.75732063771276
4a3ca9315b744ce9f8e9374361493884,14940,ibitinga,SP,-48.82974353343716,-21.75732063771276
3b15288545f8928d3e65a8f949a28291,14940,ibitinga,SP,-48.82974353343716,-21.75732063771276
26e2c91ef821e1ff8985f408788fe35b,14940,ibitinga,SP,-48.82974353343716,-21.75732063771276
0f519b0d2e5eb2227c93dd25038bfc01,14940,ibitinga,SP,-48.82974353343716,-21.75732063771276
154bdf805377afea75a3bd158e9eab10,14940,ibitinga,SP,-48.82974353343716,-21.75732063771276
3b872fd4747f01cc56206f2934198618,14940,ibitinga,SP,-48.82974353343716,-21.75732063771276
1835b56ce799e6a4dc4eddc053f04066,14940,ibitinga,SP,-48.82974353343716,-21.75732063771276
b8a0adc91af209270c2c725168eb00fd,14940,ibitinga,SP,-48.82974353343716,-21.75732063771276
1900267e848ceeba8fa32d80c1a5f5a8,14940,ibitinga,SP,-48.82974353343716,-21.75732063771276
ea67327e24487bdfac5fbfa37ea124df,14940,ibitinga,SP,-48.82974353343716,-21.75732063771276
b7e1750c1157341d2abd0251e07c186b,5741,sao paulo,SP,-46.74785398743359,-23.61064127024898
a416b6a846a11724393025641d4edd5e,3702,sao paulo,SP,-46.54737185794936,-23.515977900238102
5c243662ce92d84573bfaff24c3e3700,3702,sao paulo,SP,-46.54737185794936,-23.515977900238102
ef506c96320abeedfb894c34db06f478,3569,sao paulo,SP,-46.490101309522785,-23.543150156894836
9dc79dd988ac42f4d56c340d7048420a,3569,sao paulo,SP,-46.490101309522785,-23.543150156894836
bba3293d6f5d5af2f415e004e8b93ae3,4726,sao paulo,SP,-46.713002500990385,-23.636027323303832
c2d70ce2c5d0a2eb75e78668236e6dc8,4275,sao paulo,SP,-46.61645866896797,-23.59383917278593
abe42c5d03695b4257b5c6cbf4e6784e,21235,rio de janeiro,RJ,-43.322271046058205,-22.83791177652518
79b93a308a97792cf53ac75f46da00b5,22420,rio de janeiro,RJ,-43.20414276378719,-22.985312022606553
7cf4ea70955b00d6b3c22542598e2715,1125,sao paulo,SP,-46.64016432350874,-23.52728844957164
83353a83fd769dfafa4f21a72b15e3e5,5786,sao paulo,SP,-46.77249597850784,-23.63519167113765
d4910f1cdcfdabd48d6b316e395d4a23,9190,santo andre,SP,-46.5381574228735,-23.6739154838235
334cab711dee080b079fa5779b584783,9190,santo andre,SP,-46.5381574228735,-23.6739154838235
276677b5d08786d5dce7c2149dcce48b,31730,belo horizonte,MG,-43.94538236770012,-19.836057733815164
9c4d31c7e46ab03a43fc06e3142afd4e,20785,rio de janeiro,RJ,-43.26783420069855,-22.88659325431333
512d298ac2a96d1931b6bd30aa21f61d,20060,rio de janeiro,RJ,-43.22111290328188,-22.90742646003482
99cd94252748d2bdde08e17858233602,12401,sao paulo,SP,-45.46440222679634,-22.920186332834536
698624c6632eeba1774924dbea24c700,1425,sao paulo,SP,-46.65924739236762,-23.57289853249542
1d4587203296c8f4ad134dc286fa6db0,5101,sao paulo,SP,-46.72658804974733,-23.5048912112042
791cfcfe22fe4a771ece27f90017da92,14010,ribeirao preto,SP,-47.80859764825491,-21.17953956854023
5eeb9c756d9780b96283e5a2ac6da334,14010,ribeirao preto,SP,-47.80859764825491,-21.17953956854023
392f7f2c797e4dc077e4311bde2ab8ce,21210,rio de janeiro,RN,-43.30242672582638,-22.84373140637614
95e03ca3d4146e4011985981aeb959b9,21210,rio de janeiro,RJ,-43.30242672582638,-22.84373140637614
37be5a7c751166fbc5f8ccba4119e043,4248,sao paulo,SP,-46.598134183130796,-23.6127344506858
e24d3429d294b2eb200b064ebb035879,3514,sao paulo,SP,-46.51787272388276,-23.533798010777907
9d39404483343dd55c7ae254494d8388,1044,sao paulo,SP,-46.64145267015315,-23.545598238423416
0692610d8abe24f287e9fae90ea0bbee,2310,sao paulo,SP,-46.600729145013894,-23.472814658449074
fa40cc5b934574b62717c68f3d678b6d,2310,sao paulo,SP,-46.600729145013894,-23.472814658449074
2f4b0d3b9634b647d4edee577d7ebb7e,2310,sao paulo,SP,-46.600729145013894,-23.472814658449074
7b07b3c7487f0ea825fc6df75abd658b,2016,sao paulo,SP,-46.6256721599388,-23.50398483876719
784ba75dd9d20200c4caed3d7a77141a,1040,sao paulo,SP,-46.63832469496941,-23.541028179008823
099095b050cfe8eb1ddff5317587e96e,3322,sao paulo,SP,-46.56553813802192,-23.548689156518982
0ad80de75c811326389cfb1daba7d45e,20261,rio de janeiro,RJ,-43.213547671608914,-22.92401542829238
ba6b4a237f92479743cf0ca06b67a9ac,23550,rio de janeiro,RJ,-43.68946380025854,-22.930711174851965
82e0a475a88cc9595229d8029273f045,3417,sao paulo,SP,-46.54740652791638,-23.539899237124583
34aefe746cd81b7f3b23253ea28bef39,81210,curitiba,PR,-49.329172989634834,-25.444532403869694
8a2d12a90e92f012ce5226fc6592b653,81210,curitiba,PR,-49.329172989634834,-25.444532403869694
ed4acab38528488b65a9a9c603ff024a,8260,sao paulo,SP,-46.43493844446316,-23.565855116526443
8ff38bc3969e67c36c48343a07090f66,8260,sao paulo,SP,-46.43493844446316,-23.565855116526443
fce62094ffe6a4009188ec44e681dfdd,4674,sao paulo,SP,-46.6857921780803,-23.663855154832145
ebef8d8c92b4fd3226e5d407bbff21ac,14020,ribeirao preto,SP,-47.80236637602176,-21.201064692224882
9e17b9d64683aebcbb9ee362d06463b4,14020,ribeirao preto,SP,-47.80236637602176,-21.201064692224882
5f5a58930c3c35f3b5af264f34fb8c85,14020,ribeirao preto,SP,-47.80236637602176,-21.201064692224882
b5dd7151a92ccaaa282cbe9681a05f44,14020,ribeirao preto,SP,-47.80236637602176,-21.201064692224882
a36b125ac6d5fdbc7f50de85c9157bdc,14020,ribeirao preto,SP,-47.80236637602176,-21.201064692224882
c32fc744b9160ac853450488e3cfea93,14020,ribeirao preto,SP,-47.80236637602176,-21.201064692224882
35857757f553273b1056c1cabdace7fb,14020,ribeirao preto,SP,-47.80236637602176,-21.201064692224882
165b1235e9e9942cb5fae67103576fb0,14020,ribeirao preto,SP,-47.80236637602176,-21.201064692224882
ffcfefa19b08742c5d315f2791395ee5,80045,curitiba,PR,-49.253916412231625,-25.425730165257566
f3511c85f59f8dec53d140501ee8e7a8,80045,curitiba,PR,-49.253916412231625,-25.425730165257566
d624126b9206f595fb3fbb6ba03b28a8,80045,curitiba,PR,-49.253916412231625,-25.425730165257566
0ade5cc4a305ed7093a23f68ca47519c,81030,curitiba,PR,-49.272408707514224,-25.483878697680183
ffc470761de7d0232558ba5e786e57b7,7091,guarulhos,SP,-46.53933533349212,-23.46417836336766
024b564ae893ce8e9bfa02c10a401ece,3280,sao paulo,SP,-46.53738366780584,-23.58355120189348
a513150f33f99a06569e9cd5c4bb889b,1545,sao paulo,SP,-46.61831033162644,-23.58097414309849
edf96ef93ed595084bbcbd9224bd2894,1545,sao paulo,SP,-46.61831033162644,-23.58097414309849
c1dde11f12d05c478f5de2d7319ad3b2,1026,sao paulo,SP,-46.6318842127058,-23.539657127270946
14a08204d03bb6b6bde8029f801ae0eb,1026,sao paulo,SP,-46.6318842127058,-23.539657127270946
c84592044b180dec206770c38603814b,1026,sao paulo,SP,-46.6318842127058,-23.539657127270946
6902157ee16728322d61a1321fa79e58,1026,sao paulo,SP,-46.6318842127058,-23.539657127270946
6da1992f915d77be95d7fa48b36904af,1026,sao paulo,SP,-46.6318842127058,-23.539657127270946
5d378b73ab7dd6f0418d743e5dcb0bd1,1026,sao paulo,SP,-46.6318842127058,-23.539657127270946
630008e0f062605a415d694489f6f82e,1026,sao paulo,SP,-46.6318842127058,-23.539657127270946
7040e82f899a04d1b434b795a43b4617,1026,sao paulo,SP,-46.6318842127058,-23.539657127270946
02f5837340d7eb4f653d676c7256523a,80620,curitiba,PR,-49.28489400818676,-25.458880971712055
253c025bab43881055aeecde5e2d8b77,80620,curitiba,PR,-49.28489400818676,-25.458880971712055
612a743d294c27884fb7b80d2b19ba35,80620,curitiba,PR,-49.28489400818676,-25.458880971712055
f12ff17ad8bbf01ec5c33b17e506649b,3186,sao paulo,SP,-46.58163873599627,-23.565561714195844
a64e44665225d19dfc0277eeeaaccc57,19400,sao paulo,SP,-51.84496960410871,-21.8742882795038
6a8a889bde935bafa76d7848782dfaf9,2839,sao paulo,SP,-46.68293028819837,-23.47747057032342
23ca5f678e0b3ea6c630b30fa8bf51ea,2839,sao paulo,SP,-46.68293028819837,-23.47747057032342
42b6488f5b8246d9141712abd4b1b693,87014,maringa,PR,-51.94819436139045,-23.428802653557174
d6cd01c59123df02fc226eadbadb5f89,1207,sao paulo,SP,-46.63865415001012,-23.539175560135185
c8e135e7b21ecbc36c1153a29d2f5a06,1411,sao paulo,SP,-46.66405956794994,-23.56424786754298
229c3efbfb0ea2058de4ccdfbc3d784a,30190,belo horizonte,MG,-43.946121717904624,-19.924640007158544
9523fb39dd240aa958e040f8183d64f3,1541,sao paulo,SP,-46.61861697305809,-23.56925274057871
777a0c55737f34ffeb78010f7542ab41,1541,sao paulo,SP,-46.61861697305809,-23.56925274057871
c0098efcf800861dcae589affca31408,14080,ribeirao preto,SP,-47.80275271383767,-21.154639915189836
8e34331b7eedd03be4e5d965c1956225,4009,sao paulo,SP,-46.63631366826862,-23.58911875974283
11d4c477d09821164bca4f70a2eae031,14075,ribeirao preto,SP,-47.79106291848945,-21.140244843952534
9d69ba0a7a626a64dc5db08e529559cf,14075,ribeirao preto,SP,-47.79106291848945,-21.140244843952534
76c47a299e4a8fe992316a85865acbe9,14075,ribeirao preto,SP,-47.79106291848945,-21.140244843952534
fcdd820084f17e9982427971e4e9d47f,14075,ribeirao preto,SP,-47.79106291848945,-21.140244843952534
5ef131ac72773e5b3f6c0d63cf424657,14075,ribeirao preto,SP,-47.79106291848945,-21.140244843952534
ff314fa6033cc68ec451c47aee2d6ba4,5424,sao paulo,SP,-46.698109635231695,-23.568770707245974
5b179e9e8cc7ab6fd113a46ca584da81,5424,sao paulo,SP,-46.698109635231695,-23.568770707245974
7dc8c42cc750eeafea6c85712ffee9bf,5424,sao paulo,SP,-46.698109635231695,-23.568770707245974
e819bcfade7b5d88a27325eb6cfd62c5,7242,guarulhos,SP,-46.42261867739057,-23.438736681339233
6d2f2e3b539480db1e0842b3a4e32e6e,7051,guarulhos,SP,-46.55076312380964,-23.46792290023141
1d953075c2f0dd990bacf27b83b330f1,30421,belo horizonte,MG,-43.97631024306516,-19.93710598538667
2c43fb513632d29b3b58df74816f1b06,30421,belo horizonte,MG,-43.97631024306516,-19.93710598538667
5fd924b4836098a5be0ecf81ba054ce0,3554,sao paulo,SP,-46.50652035793251,-23.53804880179314
6650fcccd8cd2f7e55ffa524f30c4c59,8490,sao paulo,SP,-46.415395875191386,-23.573100861060325
dadc51ef321949ec9a3ab25cd902e23d,4821,sao paulo,SP,-46.68743068181804,-23.72576682594156
83b08de96980757220871b31bf6cffca,21820,rio de janeiro,RJ,-43.46899760400734,-22.881888435047646
bee36b4f9a2b9fdcaff6ec05df202ed0,3308,sao paulo,SP,-46.57190644562642,-23.54154753142689
5cf1ec37aea089f45110c70653a166ab,2215,sao paulo,SP,-46.58336932471797,-23.49075874535679
138dbe45fc62f1e244378131a6801526,2215,sao paulo,SP,-46.58336932471797,-23.49075874535679
0a82f5fb06a4fe4ac2cf7cb412ec71b8,5524,sao paulo,SP,-46.74276541469741,-23.59701793763902
e45edf75f568ed2f93f78d060e246e25,22790,rio de janeiro,RJ,-43.46551954103294,-23.01298650422646
a13580f0e8f782b7a543885a0ef99f08,22790,rio de janeiro,RJ,-43.46551954103294,-23.01298650422646
7a425d299613df3e613bcf9d2eaf5c49,22790,rio de janeiro,RJ,-43.46551954103294,-23.01298650422646
33ab10be054370c254ddfcf0a6253422,22790,rio de janeiro,RJ,-43.46551954103294,-23.01298650422646
3d621842b2ed28e2b474132480edac3c,8041,sao paulo,SP,-46.440756043913304,-23.51528265832235
baf15155e37ef5492731459bdc05be8a,5715,sao paulo,SP,-46.732070759005055,-23.62911216427785
4deebb3199eeafb282ae33229144f94b,2112,sao paulo,SP,-46.59045121964739,-23.517448624283094
d180e07dc1e58c31c3f0cd599dc4d945,30620,belo horizonte,MG,-44.0013738632822,-19.983319169326872
2e3be8a987a30d7544dbbda6861cc14e,30620,belo horizonte,MG,-44.0013738632822,-19.983319169326872
f5fea3ffed6c2e889bab72705557c63a,21240,rio de janeiro,RJ,-43.326212799077666,-22.811121030063198
830379336fad8c6f3b15a4a3ddb5c66e,2518,sao paulo,SP,-46.66534774802663,-23.50994839490356
7d13fca15225358621be4086e1eb0964,14050,ribeirao preto,SP,-47.82369973956137,-21.1728614527507
cd68562d3f44870c08922d380acae552,14050,ribeirao preto,SP,-47.82369973956137,-21.1728614527507
6c6e3d67f969468f3bfd33f827a31222,87035,maringa,PR,-51.90893073812971,-23.387797682667
4fe2f67634d00c021aa01f96b6f2d68e,87035,maringa,PR,-51.90893073812971,-23.387797682667
781a66c0d89e30814d49fe8b5e14cd07,13064,campinas,SP,-47.000376207127,-22.900296724955908
a4bd6e9adf39b63f43dc545d3ca1f53d,21020,rio de janeiro,RJ,-43.27614378416555,-22.835828487618873
f12d3c2a14729ae461b920c11fe20fdc,9080,santo andre,SP,-46.54174227300769,-23.640443596560736
0015a82c2db000af6aaaf3ae2ecb0532,9080,santo andre,SP,-46.54174227300769,-23.640443596560736
741f8c587cb4248ebc5b779a0e8e0e51,9110,santo andre,SP,-46.506074637083486,-23.671410321922412
4bcec44888b30ba9001234c534716d3f,9230,santo andre,SP,-46.5274097864033,-23.62057801188255
b6d44737c043328708f6749c2dbe50bd,9230,santo andre,SP,-46.5274097864033,-23.62057801188255
40d54b51e962dbe09cabbcfd33298dee,9230,santo andre,SP,-46.5274097864033,-23.62057801188255
a663d9c3797e90eac99ff60939416a56,3951,sao paulo,SP,-46.488694256580914,-23.58654972414455
1cd9e0cc1839d55516843def5600816d,3951,sao paulo,SP,-46.488694256580914,-23.58654972414455
dff87e4de60c9736ce8df835951b09bc,3172,sao paulo,SP,-46.58532810957918,-23.552702742255768
ac1ed5fc15901fbc92920361eb4ab350,3334,sao paulo,SP,-46.572282911105056,-23.55365998588404
4992e76a42cb3aad7a7047e0d3d7e729,3334,sao paulo,SP,-46.572282911105056,-23.55365998588404
fac1a9017ade7bdc94058fc1c969f355,1126,sao paulo,SP,-46.6391527868084,-23.52706654933756
f0ec6a2adb05c62655a26dd347b8dede,1303,sao paulo,SP,-46.64843251428849,-23.54950569815466
1690cada046eb7e92c12f98b1f8a8167,1303,sao paulo,SP,-46.64843251428849,-23.54950569815466
cc1f04647be106ba74e62b21f358af25,2739,sao paulo,SP,-46.681071860585284,-23.479398517928054
1099a00e0ee3a50935e6c2447ca090c5,20921,rio de janeiro,RJ,-43.23151762119004,-22.893703236582244
516e7738bd8f735ac19a010ee5450d8d,22230,rio de janeiro,RJ,-43.176889612976375,-22.937297973252818
9f505651f4a6abe901a56cdc21508025,4102,sao paulo,SP,-46.632613806421325,-23.589847401363592
17adeba047385fb0c67d8e90b4296d21,7052,guarulhos,SP,-46.55405162314026,-23.47264130837401
0b0ddbc7b9d9584f442c7ac92b0ff6c9,7052,guarulhos,SP,-46.55405162314026,-23.47264130837401
54aa8463e87776b5612f4bdc4bd5d4de,30550,belo horizonte,MG,-43.981846507408534,-19.94361489927609
2e7ea2aafec5835e781b21d6d1faf1f1,2820,sao paulo,SP,-46.708985941812294,-23.452793107256145
e503f22be6a4f456d9851920a5d9c670,4508,sao paulo,SP,-46.66942376820583,-23.58941316805441
5f3ae9136c875522250f8184f253413a,1550,sao paulo,SP,-46.616150545611475,-23.57305660659289
88ae906ea2acf6971f26c3e8b7cb4357,1550,sao paulo,SP,-46.616150545611475,-23.57305660659289
b026643914f651e8371425e5b8a1e780,22783,rio de janeiro,RJ,-43.44889019919411,-22.984082408782115
c716e0b86ed568878475b60fbb6323ad,22783,rio de janeiro,SP,-43.44889019919411,-22.984082408782115
26af45f5dfd967225a832838aa4e24a3,81070,curitiba,PR,-49.30383679400927,-25.48933940885059
934ed5cd1b9c1c7382d0a94a94b9e639,81070,curitiba,PR,-49.30383679400927,-25.48933940885059
ce69a8021d18961dd2a40269b7c2c293,81070,curitiba,PR,-49.30383679400927,-25.48933940885059
2cb4700db635baa1c0d4f90ed27b6669,81070,curitiba,PR,-49.30383679400927,-25.48933940885059
883dd81e82754ac2c65e9790a7db8c9a,81070,curitiba,PR,-49.30383679400927,-25.48933940885059
9dd459b29a14bf89d47183cf2cd0e4c7,4716,sao paulo,SP,-46.70380802650084,-23.63187200830407
e250d617a0ad591ba9bd663e584a895d,7084,guarulhos,SP,-46.54959010802119,-23.429463596313557
33a6f4b1e7cdc205511e76ba1b6e0186,7084,guarulhos,SP,-46.54959010802119,-23.429463596313557
92c8bc6e8f925792247656fed09aad65,3384,sao paulo,SP,-46.52272883054041,-23.57805737279869
3ca08eeb8d5595949fed424bd3677742,82510,curitiba,PR,-49.24086872435965,-25.399872090209215
73a63f72308aa20a46f4b1632018f196,82510,curitiba,PR,-49.24086872435965,-25.399872090209215
64c9a1db4e73e19aaafd3286dc448c96,82510,curitiba,PR,-49.24086872435965,-25.399872090209215
aa762680c40618316a896838866140ea,82510,curitiba,PR,-49.24086872435965,-25.399872090209215
1f867308a0ce13133a4e639ff4de0c02,82510,curitiba,PR,-49.24086872435965,-25.399872090209215
8daab2245ebdc277c51098d01c5ad8ef,8411,sao paulo,SP,-46.41230835575103,-23.55384247002896
04fdea0c111866e6cf812f1570d6b5bd,8411,sao paulo,SP,-46.41230835575103,-23.55384247002896
f1fd5ab1181f827ffad998c1a5de7d74,80010,curitiba,PR,-49.26917337587714,-25.4336481653212
381c83fdca332ea6afd896da20bf6e4a,80010,curitiba,PR,-49.26917337587714,-25.4336481653212
ede2977fbaf3738583170735ca403f6c,80010,curitiba,PR,-49.26917337587714,-25.4336481653212
2075d8cd4dd63ff12df0749a5866bb06,80010,curitiba,PR,-49.26917337587714,-25.4336481653212
cb9fb4ca75d7ba8437480e8dde64fe98,3551,sao paulo,SP,-46.50341967916688,-23.533203550140836
6989574bd97d9773f10d232b6c07da59,80040,curitiba,PR,-49.24877341863133,-25.418049427772548
33576ec5412fb5905d876f12f33bfde6,80040,curitiba,PR,-49.24877341863133,-25.418049427772548
535bf14f36346c7f59d87cece104d70c,20735,rio de janeiro,RJ,-43.28620954651436,-22.900247004009792
7f02656561b680def9986c0795a8a080,1417,sao paulo,SP,-46.63393189503633,-23.55277885309958
5f2684dab12e59f83bef73ae57724e45,5125,sao paulo,SP,-46.73872785910907,-23.502723037382403
713e3a23ca5e47786eb6f0d99f94cfac,81050,curitiba,PR,-49.30202735573883,-25.490559269496057
cc80e2f693fa6e2408f47ccf62413fc1,81050,curitiba,PR,-49.30202735573883,-25.490559269496057
a425f92c199eb576938df686728acd20,81050,curitiba,PR,-49.30202735573883,-25.490559269496057
8b321bb669392f5163d04c59e235e066,1212,sao paulo,SP,-46.63942263256764,-23.538268511790665
bd0a1b0aadca9a83d9304f7e8ff5fbd5,1212,sao paulo,SP,-46.63942263256764,-23.538268511790665
010543a62bd80aa422851e79a3bc7540,1212,sao paulo,SP,-46.63942263256764,-23.538268511790665
76d64c4aca3a7baf218bf93ef7fa768d,80215,curitiba,PR,-49.25429722345311,-25.448218911049324
3f0e48d209018b466fcd3bb4ccfeb520,80215,curitiba,PR,-49.25429722345311,-25.448218911049324
59de1d4c8c057c2a53acd4ca66531af2,80215,curitiba,PR,-49.25429722345311,-25.448218911049324
3bdff180c7e1f6551a643b99c265a120,4811,sao paulo,SP,-46.69325441198315,-23.710419062430674
aced59e9b31ef866a94f9e7f29d8d418,3306,sao paulo,SP,-46.57571243111453,-23.544651733224047
323ce52b5b81df2cd804b017b7f09aa7,3306,sao paulo,SP,-46.57571243111453,-23.544651733224047
d2572f31e9023e9850ef986a636ff9bf,30640,belo horizonte,MG,-44.02064083006472,-19.977377243819184
