product_id,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_category_name_english
9d358fd2a77935cffa32834b50cfb21e,53.0,953.0,1.0,1200.0,42.0,25.0,15.0,cool_stuff
9739d07ec835e1c66eedb9a6df402bd5,44.0,354.0,5.0,900.0,43.0,21.0,26.0,cool_stuff
1cd4e06e315c38b1a4a3268caa41fcd8,53.0,805.0,1.0,800.0,26.0,15.0,20.0,cool_stuff
8934769521d632e65c27992662f05673,26.0,1105.0,3.0,200.0,17.0,4.0,13.0,cool_stuff
50f1880f1989251727fbbfe8c0a346a6,54.0,661.0,2.0,1450.0,42.0,25.0,15.0,cool_stuff
6e1b14d3cbb5fb3a2c00351007127dfd,55.0,985.0,1.0,1625.0,44.0,24.0,32.0,cool_stuff
884b444b6ef19272ab3adf358afcc921,25.0,258.0,1.0,10600.0,57.0,34.0,37.0,cool_stuff
2944c269bc95271a46f4c63f07149b0a,58.0,681.0,3.0,275.0,16.0,16.0,13.0,cool_stuff
bc2d6310e5cbd60facb2f9c8d9471597,23.0,779.0,2.0,7100.0,36.0,47.0,32.0,cool_stuff
77e56e1e099429aab02aa75e36831eac,47.0,1369.0,2.0,20600.0,53.0,45.0,53.0,cool_stuff
81c891c541361f1108fe9e2a645324d9,47.0,832.0,3.0,13900.0,34.0,93.0,34.0,cool_stuff
d7afbba2a75a596c3a917abe0efd5f5a,55.0,733.0,3.0,600.0,42.0,25.0,15.0,cool_stuff
a1013e8a0647368039fc1a2f7cd5e516,41.0,1471.0,1.0,876.0,24.0,23.0,21.0,cool_stuff
601a360bd2a916ecef0e88de72a6531a,33.0,897.0,1.0,1600.0,42.0,25.0,15.0,cool_stuff
bfc59c5d8a26d129f82fbc5207fcd676,53.0,330.0,1.0,2000.0,35.0,44.0,19.0,cool_stuff
729834518009d0ecf002340e2b9e34df,51.0,873.0,3.0,1400.0,18.0,9.0,27.0,cool_stuff
c15d29dd019b316a74a82f67c69e2865,42.0,445.0,2.0,250.0,16.0,13.0,16.0,cool_stuff
c04e948c6900ce99ac47d89b3b6d70cd,33.0,1401.0,2.0,30000.0,70.0,37.0,70.0,cool_stuff
f5c0451a8329bdf130172a733eb5d60e,50.0,330.0,1.0,1700.0,33.0,44.0,19.0,cool_stuff
c77abc8a8f4b7b1aa8a9bcdb48fdcf3a,46.0,650.0,1.0,1400.0,40.0,40.0,30.0,cool_stuff
436c8d57ff8d4aa254318e9bd9b48c83,54.0,599.0,6.0,530.0,30.0,9.0,14.0,cool_stuff
ef6fb97da4e206dd38306ba55b9d5cbe,55.0,229.0,2.0,700.0,30.0,22.0,16.0,cool_stuff
4f3192a28c9da057319996e1502dc216,38.0,1499.0,1.0,4317.0,30.0,40.0,28.0,cool_stuff
d911283e9e087d5526ee83bb5150544d,56.0,330.0,1.0,1700.0,33.0,44.0,19.0,cool_stuff
8d8109048bbf6f0369b1522029f92a19,49.0,933.0,1.0,250.0,22.0,23.0,16.0,cool_stuff
f83c9874b5b5044ea58fef1be68c1ea8,52.0,791.0,6.0,5200.0,63.0,2.0,79.0,cool_stuff
cfd652b39b87b4e06cf4ea106a32db47,33.0,659.0,1.0,1250.0,42.0,25.0,15.0,cool_stuff
c4761af5e6a2183cc23c77a8d16f9d09,58.0,426.0,7.0,23000.0,60.0,42.0,57.0,cool_stuff
1a64be9825a124a4b43d1e19bac03a44,45.0,424.0,2.0,600.0,32.0,4.0,29.0,cool_stuff
094fbff68f8c7fd768277bcfa984b4e1,41.0,364.0,1.0,600.0,32.0,4.0,29.0,cool_stuff
51556be67b1fe2eea3c13273a659009c,55.0,835.0,1.0,900.0,30.0,13.0,30.0,cool_stuff
c3e4f757b86c42e1a598380332bc9e88,53.0,545.0,3.0,4500.0,30.0,30.0,30.0,cool_stuff
9cfb95272c4cd1e98619d3bdea888a7c,33.0,604.0,1.0,1700.0,42.0,25.0,15.0,cool_stuff
e672fbe634ad07cce9d85f412becb2c0,41.0,909.0,1.0,1400.0,42.0,25.0,15.0,cool_stuff
3685c687db4b3d2da5085d23b408e93a,49.0,805.0,1.0,300.0,25.0,10.0,20.0,cool_stuff
3e28c005e07e71dc007d1f88295ba270,61.0,1451.0,3.0,900.0,20.0,28.0,20.0,cool_stuff
b47796afaf2c2ed23e1fe1c000ee33ac,33.0,551.0,1.0,700.0,27.0,29.0,22.0,cool_stuff
3dabf82e264128dda5088dc804e09cc8,52.0,692.0,4.0,450.0,30.0,9.0,30.0,cool_stuff
17984012f01e836fad7cb9224c211baf,45.0,3908.0,4.0,300.0,21.0,12.0,12.0,cool_stuff
86ef5f987ea9ab69c0231cbff16ce546,33.0,500.0,5.0,300.0,28.0,6.0,13.0,cool_stuff
b11cfc408f43a71b16c2288e79172244,53.0,530.0,4.0,300.0,16.0,11.0,11.0,cool_stuff
3997a6da5a88930a92998ccbf98adf32,48.0,671.0,2.0,9300.0,44.0,21.0,38.0,cool_stuff
d35d1fa56f3c5a2777f5542a84a085dd,43.0,712.0,2.0,5288.0,32.0,26.0,45.0,cool_stuff
c398a8dcde62548d51bb291753330209,53.0,1105.0,1.0,10800.0,80.0,50.0,22.0,cool_stuff
dde07b9fedc0682cc6acbd81d92ffe22,51.0,466.0,1.0,500.0,20.0,20.0,30.0,cool_stuff
5ed9eaf534f6936b51d0b6c5e4d5c2e9,51.0,693.0,3.0,600.0,20.0,20.0,21.0,cool_stuff
eee02ac99af9217137a2ef5eaad20376,39.0,525.0,2.0,500.0,60.0,16.0,11.0,cool_stuff
af8533a77adce26dca87480c4c5c9af4,60.0,1168.0,3.0,550.0,17.0,7.0,23.0,cool_stuff
989fd236458b9c0410bc6e1cf23cde4d,36.0,777.0,4.0,1700.0,25.0,26.0,83.0,cool_stuff
eefc25bf3b54c979499864b77267ee2f,52.0,1049.0,1.0,2300.0,42.0,25.0,15.0,cool_stuff
0c7f7adec80b0c8ee4b9703490bbb13b,24.0,491.0,1.0,3400.0,28.0,24.0,14.0,cool_stuff
21b8d4953c15b92f2f965c89dc35f5ad,53.0,615.0,1.0,2600.0,34.0,20.0,34.0,cool_stuff
b3e40ff639c185b9d726b4b19c17e6cd,55.0,934.0,1.0,2150.0,42.0,25.0,15.0,cool_stuff
74c355c68504e6c4fbd038441ad49ff0,41.0,939.0,1.0,300.0,16.0,5.0,16.0,cool_stuff
78680f078476e5a28ec2c145ee75347a,54.0,822.0,1.0,1100.0,30.0,12.0,16.0,cool_stuff
67837a6bc3074b80f6fe8efc4740d37e,40.0,618.0,4.0,882.0,28.0,14.0,19.0,cool_stuff
679bb6cbef77322da2a4719b6d7d0a96,44.0,117.0,1.0,600.0,25.0,37.0,36.0,cool_stuff
7c3cbbd1a99a73b3dd683eb7c0570801,55.0,831.0,1.0,1400.0,42.0,25.0,15.0,cool_stuff
02a93c4e95263ca545e9f46ca2b59833,52.0,134.0,6.0,1700.0,65.0,25.0,25.0,cool_stuff
332b3e10a1e54aa72c52f41221eb53ab,38.0,870.0,1.0,1800.0,27.0,12.0,21.0,cool_stuff
119cfca51257edda1acecb4b8576ec48,59.0,1618.0,3.0,600.0,16.0,14.0,15.0,cool_stuff
b357dcb28df5d58381e1c9d6541f8064,57.0,1826.0,6.0,250.0,16.0,3.0,11.0,cool_stuff
144266e1585320d057797a369596bb8b,39.0,765.0,2.0,1925.0,30.0,32.0,27.0,cool_stuff
6eefea74d72822573892405c674918e6,56.0,1114.0,5.0,21900.0,105.0,31.0,31.0,cool_stuff
85df978207ed4024ea16570dbb64fd6e,33.0,385.0,2.0,100.0,20.0,6.0,15.0,cool_stuff
11c3ff6555092bf425ea842a023a7809,46.0,507.0,1.0,1650.0,23.0,68.0,25.0,cool_stuff
e3a3f867448d4e54c737944db7122dbd,33.0,895.0,1.0,1100.0,42.0,25.0,15.0,cool_stuff
5eaec7fd1d19f063638a519d473cb200,54.0,190.0,1.0,200.0,20.0,5.0,15.0,cool_stuff
59f42de833f91d27e377bf831fa9c1e0,38.0,601.0,4.0,13400.0,52.0,44.0,27.0,cool_stuff
34e83bed8d615779f4ed501e7033fc60,38.0,1639.0,1.0,100.0,16.0,15.0,11.0,cool_stuff
a62f968b257e3759b2ec9bf2c71358b0,58.0,934.0,1.0,2250.0,42.0,25.0,15.0,cool_stuff
c5736c891e81c20ebc49de62980c1136,43.0,421.0,4.0,500.0,27.0,5.0,27.0,cool_stuff
8efcb24ccca088a16dab13882f1c45e0,46.0,573.0,1.0,300.0,26.0,5.0,21.0,cool_stuff
2ac5c215e10e7251979c895510de4121,23.0,572.0,2.0,200.0,23.0,15.0,15.0,cool_stuff
fb00f51d564e36645bf7eab56ce5fd43,26.0,2532.0,1.0,2035.0,27.0,13.0,15.0,cool_stuff
8899e549604c83a99da5fd3ec51d955d,57.0,1003.0,4.0,200.0,30.0,20.0,40.0,cool_stuff
dab9c91ff81f632aff81bb4cb671cd18,51.0,590.0,2.0,3175.0,30.0,28.0,33.0,cool_stuff
2267f81f3634e3fdd5d27151ddad3c26,53.0,419.0,3.0,9650.0,86.0,8.0,40.0,cool_stuff
4d3e81b2dfb45a73759982d63e532e94,49.0,425.0,1.0,200.0,30.0,5.0,30.0,cool_stuff
a34ffdd8795ad14708ab74aaba226ec0,43.0,855.0,4.0,10700.0,104.0,23.0,27.0,cool_stuff
1da3e4356495511914d62ce5385f7122,29.0,338.0,2.0,350.0,18.0,16.0,16.0,cool_stuff
ec5a5cf28e0fbef0c5391157203ab8ce,57.0,1407.0,4.0,188.0,16.0,9.0,14.0,cool_stuff
fcc27d197f2e7be2b9a8ecedfd1a1730,56.0,316.0,1.0,2000.0,33.0,44.0,19.0,cool_stuff
70a9f1d2c0e23019d6b8db85a81e69c8,58.0,989.0,1.0,2500.0,42.0,25.0,15.0,cool_stuff
5fdf539153cefe3f3fd8589c6c22f191,42.0,1496.0,3.0,1700.0,28.0,36.0,27.0,cool_stuff
d9cbadc2f61272c79987920607db84f1,56.0,736.0,4.0,975.0,20.0,14.0,16.0,cool_stuff
2ca49532371b32e19b3db0809a52ab25,50.0,640.0,1.0,1200.0,42.0,25.0,15.0,cool_stuff
231b36f9858956ff85f4e71640188ca1,52.0,908.0,1.0,1300.0,42.0,25.0,15.0,cool_stuff
6c951a66dffc261311c2acc0bf0ff2fe,59.0,224.0,4.0,500.0,55.0,15.0,45.0,cool_stuff
041022915a950ec95b761b690ddb6b24,63.0,351.0,3.0,1450.0,62.0,15.0,32.0,cool_stuff
9592cd0b739cc57871c3aecffe15436a,60.0,933.0,6.0,450.0,34.0,15.0,17.0,cool_stuff
4bf205e4dc4e2c6b258e1ec0e2be9367,54.0,710.0,3.0,797.0,17.0,16.0,14.0,cool_stuff
052516c377ebbc53a39f053af1db08b4,46.0,595.0,2.0,450.0,16.0,12.0,22.0,cool_stuff
b8dcc8fb99a94c2a9329e491f71bb120,59.0,320.0,1.0,420.0,26.0,12.0,21.0,cool_stuff
5612648da3c29f5f0236f13c99bed154,60.0,813.0,3.0,800.0,16.0,7.0,12.0,cool_stuff
0e1b67828c6d682c600b49872507d1ae,60.0,899.0,3.0,1450.0,20.0,30.0,20.0,cool_stuff
20a64c9ab614812a2634ebbd69bb4a02,50.0,1490.0,3.0,550.0,100.0,6.0,50.0,cool_stuff
d65b6607952f9e0d705b1cbdc92ac027,57.0,768.0,4.0,500.0,27.0,10.0,15.0,cool_stuff
a0c8114ed9f3ecd1a0394e3987b87613,51.0,729.0,2.0,8100.0,45.0,24.0,39.0,cool_stuff
057df564fda79ad8fa5e1928dfbe3e8c,47.0,867.0,1.0,300.0,25.0,10.0,20.0,cool_stuff
53a19e181057f10a84c7b2cb539c722a,53.0,445.0,2.0,900.0,30.0,45.0,15.0,cool_stuff
abb9d7140478c19fd773dc14e8071abd,43.0,199.0,1.0,200.0,20.0,13.0,20.0,cool_stuff
ee842d53183c77c2d2897172a82c40fc,39.0,2203.0,1.0,500.0,16.0,7.0,13.0,cool_stuff
53ae5df71df97b2b9abee97ce1e1b8f1,44.0,3049.0,3.0,850.0,22.0,22.0,22.0,cool_stuff
098c8d862a494bb5926e558a87687768,54.0,940.0,1.0,2000.0,45.0,30.0,20.0,cool_stuff
1efd84ba20d23186f576a37baf64ae9d,32.0,133.0,1.0,200.0,18.0,12.0,16.0,cool_stuff
ef0e165d773ec293c5aeb5470a08b183,57.0,1620.0,1.0,2250.0,16.0,40.0,16.0,cool_stuff
f264c1d9b20b5e4a340254d0405e613b,48.0,874.0,1.0,1050.0,42.0,25.0,15.0,cool_stuff
9cd9443e9002f8be88682ef102d771c1,55.0,1895.0,5.0,2250.0,50.0,30.0,30.0,cool_stuff
3e0da944edda889e1287894ad28d9ed0,61.0,306.0,1.0,6800.0,53.0,20.0,33.0,cool_stuff
bb191b58fe5bc5a220db96fd387655c2,58.0,1023.0,6.0,7300.0,79.0,5.0,63.0,cool_stuff
d412d78a36f204c033b6ec60d874bc75,44.0,120.0,1.0,5600.0,25.0,37.0,36.0,cool_stuff
65dfa5d20f4beb1a0f6aad75c004434f,51.0,729.0,2.0,8450.0,45.0,24.0,39.0,cool_stuff
13e64813e400c6b383297c388eb38688,54.0,2471.0,1.0,2000.0,33.0,44.0,19.0,cool_stuff
ff8f6ec909e03ac8d9f6d82a10031c0c,54.0,1594.0,2.0,1600.0,60.0,5.0,36.0,cool_stuff
87e6cf7eb3e4996b725323a1d704fb8b,53.0,431.0,1.0,1000.0,16.0,19.0,15.0,cool_stuff
5ad2c4859aad6ecebd816a300d34f326,57.0,2066.0,1.0,1650.0,33.0,44.0,19.0,cool_stuff
e0c47a145f4748e4d7a418502d65aa35,56.0,542.0,1.0,19500.0,71.0,76.0,50.0,cool_stuff
c6dd917a0be2a704582055949915ab32,54.0,1012.0,1.0,1200.0,42.0,25.0,15.0,cool_stuff
cf42d2701c959607c1875764e88c7266,34.0,365.0,1.0,517.0,25.0,18.0,22.0,cool_stuff
a3ccb9eeebc476c5a34811bedb6188b3,22.0,165.0,1.0,423.0,24.0,13.0,16.0,cool_stuff
00126f27c813603687e6ce486d909d01,42.0,2461.0,1.0,700.0,25.0,5.0,15.0,cool_stuff
19239f99ecca2c266c57cdce121a6727,21.0,608.0,1.0,850.0,31.0,20.0,32.0,cool_stuff
c88b4c14d55eb0c9706f83e3e01cd091,55.0,504.0,2.0,538.0,29.0,13.0,21.0,cool_stuff
1c3122302b284dc602555cee331847da,37.0,1925.0,2.0,4950.0,48.0,46.0,15.0,cool_stuff
80082b84965c79abbdc447a717c22f57,33.0,389.0,2.0,150.0,20.0,6.0,15.0,cool_stuff
fe7185e8ca6be33b48072c4ba1b6056d,53.0,629.0,1.0,750.0,42.0,25.0,15.0,cool_stuff
ee2a647f1a4639468bc1f9fa3de2263e,43.0,1000.0,1.0,2100.0,99.0,5.0,47.0,cool_stuff
c8f47078677998140708abd3c0aa15ec,54.0,998.0,1.0,2850.0,42.0,25.0,15.0,cool_stuff
147df4d924f569e480fbd77099707f08,63.0,1066.0,6.0,14100.0,46.0,33.0,27.0,cool_stuff
325a813db2664ef1b239883869847f4b,58.0,503.0,2.0,1800.0,51.0,15.0,32.0,cool_stuff
5c1edf5ddada2c189588fd0a21130e36,51.0,462.0,1.0,1330.0,28.0,31.0,21.0,cool_stuff
2531bf4f54beb9037615a37b8a9754c7,39.0,3210.0,3.0,575.0,23.0,16.0,18.0,cool_stuff
4148d4f36653927e8641a9d6afbfc5e2,48.0,1689.0,3.0,700.0,16.0,2.0,11.0,cool_stuff
7a5c07212703b5f01ee199d29a29a587,60.0,530.0,4.0,350.0,16.0,11.0,11.0,cool_stuff
7977b70dccf5fb91ef5787ea38c36c45,55.0,1324.0,4.0,3250.0,30.0,25.0,25.0,cool_stuff
7c91038b7370c2ea3343e1472be3e97c,35.0,596.0,4.0,200.0,17.0,9.0,14.0,cool_stuff
857d73e07effc672f1427fd2581d6cb3,32.0,356.0,2.0,600.0,32.0,4.0,29.0,cool_stuff
65841ad29fc48cd40902e03da7511e05,51.0,1279.0,4.0,7750.0,58.0,33.0,61.0,cool_stuff
8370d380081c2d0956d4d134e445854f,37.0,697.0,3.0,200.0,18.0,8.0,13.0,cool_stuff
485aa17cb179a6624fb0c9e12cc639d1,51.0,873.0,3.0,900.0,18.0,9.0,27.0,cool_stuff
26baeb9025380946e10f3f86d808e24d,30.0,262.0,1.0,287.0,25.0,10.0,21.0,cool_stuff
4d88bf79cfba786c4f220da5869dbd0b,42.0,1022.0,3.0,3533.0,37.0,53.0,44.0,cool_stuff
ee989d719be581430137d2f4e043711f,57.0,344.0,4.0,350.0,20.0,5.0,20.0,cool_stuff
1a4f338579cef9360aa407e3d97b4c89,56.0,1226.0,2.0,200.0,17.0,17.0,14.0,cool_stuff
f7285f0b3043d966ede4c21886b49a38,59.0,593.0,1.0,3300.0,33.0,44.0,19.0,cool_stuff
271dc7b756644a368e87e48c2d38c590,46.0,1001.0,3.0,900.0,23.0,41.0,16.0,cool_stuff
9234cd3c6bd121932ef77a39d6d87893,60.0,1702.0,4.0,200.0,17.0,7.0,17.0,cool_stuff
f89594c3583443e5e0d464e97284835d,49.0,81.0,2.0,400.0,18.0,14.0,14.0,cool_stuff
3b3c3503539e7f917eb57a8d4bfa69f0,47.0,738.0,5.0,9350.0,50.0,28.0,40.0,cool_stuff
ef2fb3a493929907466587fecb5611e2,38.0,195.0,1.0,567.0,35.0,27.0,17.0,cool_stuff
1957efa6b2babcb8552b5f3072108d41,63.0,1383.0,4.0,15300.0,43.0,40.0,40.0,cool_stuff
e572ef4db3ee1a8e900245a31184783a,11.0,228.0,3.0,1500.0,23.0,15.0,15.0,cool_stuff
dbbaf4c939ff935365a67aee70c9b42a,47.0,558.0,1.0,1033.0,28.0,16.0,17.0,cool_stuff
cbe952607a2215211502095c631ea179,42.0,268.0,3.0,700.0,47.0,8.0,30.0,cool_stuff
eaa26a34984cbfedc19b1e45f09f3c9a,49.0,214.0,2.0,422.0,18.0,12.0,15.0,cool_stuff
0a10747b677a2f5efd58f827f072f27f,51.0,461.0,2.0,900.0,20.0,15.0,15.0,cool_stuff
b6ae63c5f2b226331d069831d5b1f570,46.0,314.0,3.0,1800.0,44.0,29.0,26.0,cool_stuff
ca3d7d7b66676d1731e2fe13b5243c43,39.0,1514.0,1.0,1700.0,28.0,36.0,27.0,cool_stuff
002af88741ba70c7b5cf4e4a0ad7ef85,44.0,629.0,3.0,600.0,40.0,30.0,40.0,cool_stuff
99e51ed7faea9cbf65fc7bb4ea396cd0,31.0,557.0,1.0,2600.0,37.0,39.0,28.0,cool_stuff
dc879e9d6b20db101d5822d992f48415,36.0,3228.0,3.0,850.0,22.0,22.0,22.0,cool_stuff
2b9496ed8ff2f7b2003258b94a58772b,33.0,673.0,1.0,1400.0,42.0,25.0,15.0,cool_stuff
a5a7c5c2be6edf0b10ce28ba5c6b4a69,52.0,330.0,1.0,2000.0,33.0,44.0,19.0,cool_stuff
1b335291af6aa51e69afcce777570b9d,59.0,237.0,1.0,1250.0,30.0,15.0,30.0,cool_stuff
3263644ec99e2ccf8b31612ba4f28b5c,35.0,906.0,1.0,800.0,30.0,25.0,35.0,cool_stuff
b2a11c072dedfc137aa2393bb4a2c8ea,53.0,186.0,2.0,650.0,22.0,15.0,22.0,cool_stuff
c16a725515f575d16a399f36c3e64399,33.0,697.0,2.0,13075.0,79.0,43.0,35.0,cool_stuff
ad7c531c2001111873dcfed9d8317439,33.0,895.0,1.0,1000.0,42.0,25.0,15.0,cool_stuff
a0450529bd974ebeaf93b1731184396a,51.0,873.0,3.0,900.0,18.0,9.0,27.0,cool_stuff
daa46fa57a171867a99dcc8a71ec21cd,33.0,658.0,1.0,1400.0,42.0,25.0,15.0,cool_stuff
163365b4428bf91ee261186233e5f796,46.0,455.0,3.0,3350.0,24.0,30.0,21.0,cool_stuff
d7d5562fce331ad958ca6f57057b3526,33.0,910.0,1.0,700.0,42.0,25.0,15.0,cool_stuff
5f7403b0168eeb77bd69d462d1150222,26.0,539.0,3.0,1400.0,30.0,30.0,25.0,cool_stuff
4a69baa66a13d1adeb41cfe3bc0c27be,55.0,963.0,2.0,500.0,45.0,8.0,49.0,cool_stuff
fcffe8b68efdfe24c139e44753dc505e,52.0,998.0,1.0,2600.0,42.0,25.0,15.0,cool_stuff
bddc970a859e17f3f60f337ff8d72dfa,63.0,1190.0,2.0,268.0,12.0,9.0,19.0,cool_stuff
652698dafbccac29d78c7ba70dceef10,44.0,2413.0,1.0,300.0,16.0,19.0,15.0,cool_stuff
2684982519a1eb5b0501094ae96f6cd7,32.0,1000.0,2.0,761.0,30.0,15.0,20.0,cool_stuff
5e56d835ab5e03badf5a23368f777341,45.0,1676.0,2.0,500.0,16.0,3.0,20.0,cool_stuff
75840050584f39e359b995495e33f997,57.0,468.0,1.0,1650.0,33.0,44.0,19.0,cool_stuff
42ec84ace63b58b8c5a7ba7be01d5fb8,52.0,1732.0,10.0,2550.0,24.0,23.0,27.0,cool_stuff
0c5801458e74f9b6c23b44c331426e30,56.0,1383.0,6.0,1850.0,18.0,23.0,26.0,cool_stuff
0db608cb372db7e5f00b9f8c572b6ff6,59.0,2067.0,1.0,2300.0,33.0,44.0,19.0,cool_stuff
aac347ae582fb6041aa2ee59b68a813a,49.0,512.0,3.0,2500.0,53.0,63.0,15.0,cool_stuff
6171e0ffb665e527d521c2435e065644,46.0,851.0,3.0,400.0,16.0,19.0,15.0,cool_stuff
34b9bda637e469b293f081fc33d7a094,55.0,409.0,1.0,1050.0,36.0,16.0,24.0,cool_stuff
5272e64de887c95d7a1c9c64886b90f5,59.0,99.0,1.0,1700.0,20.0,20.0,40.0,cool_stuff
b60aae43af64142e8dafff9888b64c85,56.0,989.0,1.0,2250.0,42.0,25.0,15.0,cool_stuff
418d480693f2f01e9cf4568db0346d28,48.0,330.0,1.0,1950.0,33.0,44.0,19.0,cool_stuff
86133a7d6682fcb51debce06e6514f93,52.0,394.0,1.0,5000.0,40.0,27.0,37.0,cool_stuff
2adfbd64f2dd14f2dac6afe783311859,47.0,2057.0,7.0,1900.0,87.0,8.0,11.0,cool_stuff
c1eee16d856657ad280936810ef3d080,59.0,1758.0,1.0,113.0,22.0,8.0,17.0,cool_stuff
8f12be3216052dac466d43ff8af3ef04,46.0,589.0,2.0,450.0,16.0,12.0,22.0,cool_stuff
4142011fdc688f90a55e3101fcd43e2b,32.0,567.0,1.0,203.0,15.0,15.0,14.0,cool_stuff
4a37fea9a17c3cb688dc22802a698a80,53.0,1187.0,4.0,1400.0,30.0,4.0,30.0,cool_stuff
ea5650a1a8c12b9348a0cefff6fb1d24,57.0,629.0,1.0,750.0,42.0,25.0,15.0,cool_stuff
74706845a60b5ad457b7fa501aca8b93,59.0,1309.0,6.0,11000.0,40.0,40.0,40.0,cool_stuff
00c1e6d55fe174bfbb179257255e49bb,56.0,1027.0,1.0,187.0,17.0,13.0,14.0,cool_stuff
0d94e21c8156ffa3dcb77cb1d456ef80,50.0,323.0,2.0,50.0,61.0,61.0,61.0,cool_stuff
7f253218cda162fcc215fd4e0768b00c,56.0,1826.0,1.0,2000.0,28.0,19.0,21.0,cool_stuff
96530fd162c17a87b70830cc5fb0f45c,32.0,431.0,2.0,200.0,24.0,4.0,18.0,cool_stuff
ddebc97ddf43a9787d1ee7012e394ccc,63.0,3976.0,3.0,2300.0,22.0,29.0,16.0,cool_stuff
6a984aca8806747c09165b7767a3204e,60.0,1379.0,1.0,16900.0,39.0,62.0,34.0,cool_stuff
0daaaee8a33938591e1d5b980e65046e,33.0,434.0,1.0,550.0,22.0,6.0,22.0,cool_stuff
5328338cfaa16ba10561cd970c73ca11,51.0,330.0,1.0,1950.0,33.0,44.0,19.0,cool_stuff
8f79239910bb0bf15488ef9abd9e6593,57.0,330.0,1.0,1650.0,35.0,44.0,19.0,cool_stuff
2e6f6402bc35ad6283ce8da1035d9971,42.0,905.0,6.0,217.0,20.0,16.0,18.0,cool_stuff
